1;supply_node;3535.00;9.80;386.00;5.40;0
1;supply_node;3545.00;9.80;403.00;4.06;0
1;supply_node;3931.00;9.80;204.00;5.18;0
1;supply_node;3571.00;9.50;534.00;5.39;0
1;supply_node;3486.00;9.80;536.00;1.72;0
1;supply_node;3623.00;9.50;474.00;4.37;0
1;supply_node;3664.00;9.50;445.00;4.72;0
1;supply_node;3579.00;9.80;432.00;3.68;0
1;supply_node;3720.00;9.50;412.00;1.65;0
1;supply_node;3795.00;9.80;405.00;4.16;0
1;supply_node;3568.00;9.57;376.00;2.03;0
1;supply_node;3776.00;9.80;372.00;1.73;0
1;supply_node;3577.00;9.80;351.00;0.52;0
1;supply_node;3554.00;9.80;365.00;4.18;0
1;supply_node;3559.00;9.80;361.00;6.28;0
1;supply_node;3754.00;9.57;353.00;0.04;0
1;supply_node;3708.00;9.50;346.00;2.83;0
1;supply_node;3731.00;9.50;341.00;3.03;0
1;supply_node;3779.00;9.50;325.00;5.74;0
1;supply_node;3763.00;9.50;328.00;4.55;0
1;supply_node;3839.00;9.80;313.00;6.21;0
1;supply_node;3861.00;9.57;296.00;0.89;0
1;supply_node;3931.00;9.50;308.00;3.56;0
1;supply_node;3832.00;9.80;299.00;1.79;0
1;supply_node;4012.00;9.50;292.00;4.34;0
1;supply_node;4028.00;9.50;289.00;1.83;0
1;supply_node;4047.00;9.50;287.00;3.46;0
1;supply_node;3993.00;9.80;279.00;3.95;0
1;supply_node;3947.00;9.80;242.00;1.38;0
1;bunker;3528.00;9.80;395.00;4.75;0
1;bunker;3557.00;9.80;382.00;0.87;0
1;bunker;3913.00;9.50;187.00;2.85;0
1;bunker;3566.00;9.80;551.00;0.57;0
1;bunker;3477.00;9.80;534.00;1.14;0
1;bunker;3619.00;9.57;473.00;4.14;0
1;bunker;3666.00;9.80;444.00;5.62;0
1;bunker;3577.00;9.80;429.00;0.96;0
1;bunker;3731.00;9.82;407.00;5.09;0
1;bunker;3793.00;9.57;407.00;4.99;0
1;bunker;3571.00;9.50;377.00;0.09;0
1;bunker;3778.00;9.57;371.00;3.39;0
1;bunker;3585.00;9.57;337.00;3.69;0
1;bunker;3555.00;9.80;365.00;1.33;0
1;bunker;3561.00;9.80;363.00;1.85;0
1;bunker;3754.00;9.80;355.00;1.31;0
1;bunker;3711.00;9.80;346.00;5.87;0
1;bunker;3730.00;9.80;342.00;6.21;0
1;bunker;3767.00;9.50;339.00;0.30;0
1;bunker;3765.00;9.50;327.00;1.99;0
1;bunker;3850.00;9.80;314.00;1.33;0
1;bunker;3862.00;9.80;290.00;0.62;0
1;bunker;3936.00;9.80;310.00;0.52;0
1;bunker;3831.00;9.50;297.00;5.21;0
1;bunker;4016.00;9.80;291.00;1.06;0
1;bunker;4033.00;9.80;293.00;0.47;0
1;bunker;4044.00;9.50;288.00;6.18;0
1;bunker;4000.00;9.50;280.00;1.22;0
1;bunker;3949.00;9.80;242.00;2.56;0
1;coastal_bunker;3523.00;9.57;383.00;-1.43;0
1;coastal_bunker;3563.00;9.80;396.00;-3.86;0
1;coastal_bunker;3943.00;9.80;199.00;0.40;0
1;coastal_bunker;3571.00;9.50;534.00;0.32;0
1;coastal_bunker;3480.00;9.57;529.00;1.19;0
1;coastal_bunker;3618.00;9.57;473.00;1.11;0
1;coastal_bunker;3654.00;9.57;463.00;-2.86;0
1;coastal_bunker;3580.00;9.80;435.00;-3.93;0
1;coastal_bunker;3700.00;9.57;430.00;-2.42;0
